w1,w2
fresh,wipes
fresh,wired
fresh,woke
fresh,woken
fresh,wont
fresh,wore
fresh,wove
fresh,woven
fresh,wrote
fresh,wrung
fussy,abide
fussy,ached
fussy,aches
fussy,acted
fussy,adapt
fussy,adds
fussy,admit
fussy,adopt
fussy,adore
fussy,adorn
fussy,agree
fussy,aimed
fussy,aired
fussy,align
fussy,allow
fussy,amend
fussy,amuse
fussy,annoy
fussy,apply
fussy,argue
fussy,arise
fussy,arose
fussy,asked
fussy,asks
fussy,ate
fussy,avert
fussy,avoid
fussy,await
fussy,awed
fussy,awoke
fussy,bade
fussy,bared
fussy,bathe
fussy,been
fussy,beg
fussy,began
fussy,begin
fussy,begs
fussy,begun
fussy,beset
fussy,binds
fussy,bled
fussy,bleed
fussy,bless
fussy,blew
fussy,bore
fussy,bowed
fussy,boxed
fussy,brag
fussy,bring
fussy,broke
fussy,budge
fussy,buys
fussy,came
fussy,cared
fussy,carve
fussy,cater
fussy,ceded
fussy,cheat
fussy,chew
fussy,choke
fussy,chose
fussy,cite
fussy,cited
fussy,cites
fussy,clap
fussy,cling
fussy,clung
fussy,coax
fussy,coded
fussy,comes
fussy,cools
fussy,cope
fussy,could
fussy,crave
fussy,crept
fussy,cried
fussy,cured
fussy,dared
fussy,dares
fussy,dealt
fussy,deem
fussy,deems
fussy,defer
fussy,defy
fussy,delve
fussy,deny
fussy,deter
fussy,diced
fussy,didn
fussy,didst
fussy,died
fussy,dined
fussy,dived
fussy,doin
fussy,doing
fussy,done
fussy,dost
fussy,doth
fussy,dozed
fussy,drags
fussy,drank
fussy,draws
fussy,drove
fussy,drown
fussy,dug
fussy,dunno
fussy,dwelt
fussy,dyed
fussy,earn
fussy,earns
fussy,eased
fussy,eaten
fussy,eats
fussy,elude
fussy,embed
fussy,emit
fussy,emits
fussy,enact
fussy,enjoy
fussy,ensue
fussy,enter
fussy,equip
fussy,erase
fussy,ere
fussy,erode
fussy,err
fussy,erred
fussy,erupt
fussy,evade
fussy,evoke
fussy,exert
fussy,exist
fussy,expel
fussy,faded
fussy,fades
fussy,fail
fussy,fails
fussy,fain
fussy,faked
fussy,fared
fussy,feeds
fussy,feels
fussy,fell
fussy,felt
fussy,fend
fussy,fetch
fussy,filed
fussy,fills
fussy,find
fussy,fined
fussy,fled
fussy,flee
fussy,flew
fussy,flirt
fussy,flown
fussy,forgo
fussy,freed
fussy,frees
fussy,fret
fussy,froze
fussy,fused
fussy,gaped
fussy,gave
fussy,gazed
fussy,gets
fussy,git
fussy,gives
fussy,glean
fussy,glued
fussy,goes
fussy,goin
fussy,gone
fussy,grabs
fussy,graze
fussy,greet
fussy,grew
fussy,grind
fussy,grow
fussy,grows
fussy,hangs
fussy,hated
fussy,hates
fussy,haue
fussy,haunt
fussy,heal
fussy,hear
fussy,hears
fussy,heave
fussy,heed
fussy,helps
fussy,hid
fussy,hiked
fussy,holed
fussy,honed
fussy,hoped
fussy,hover
fussy,hurl
fussy,hurts
fussy,imply
fussy,incur
fussy,infer
fussy,ing
fussy,join
fussy,joins
fussy,joked
fussy,keeps
fussy,kept
fussy,keyed
fussy,kneel
fussy,knelt
fussy,knew
fussy,knows
fussy,laced
fussy,lacks
fussy,lain
fussy,lasts
fussy,lays
fussy,leans
fussy,leant
fussy,learn
fussy,lend
fussy,lends
fussy,lent
fussy,lets
fussy,lied
fussy,liked
fussy,looms
fussy,lose
fussy,loses
fussy,loved
fussy,lured
fussy,marry
fussy,mated
fussy,meant
fussy,meets
fussy,mend
fussy,merge
fussy,mined
fussy,mired
fussy,mourn
fussy,moved
fussy,mused
fussy,must
fussy,named
fussy,obey
fussy,obeys
fussy,occur
fussy,ofhis
fussy,omit
fussy,omits
fussy,oozed
fussy,opens
fussy,opted
fussy,ought
fussy,owe
fussy,owed
fussy,owes
fussy,owns
fussy,paled
fussy,pave
fussy,pays
fussy,pee
fussy,piled
fussy,piped
fussy,plead
fussy,pluck
fussy,poke
fussy,poked
fussy,pose
fussy,posed
fussy,posit
fussy,pour
fussy,pours
fussy,prays
fussy,pried
fussy,prove
fussy,pry
fussy,pulls
fussy,puts
fussy,quell
fussy,quit
fussy,raced
fussy,raged
fussy,raked
fussy,ran
fussy,rang
fussy,raped
fussy,react
fussy,reads
fussy,reap
fussy,recur
fussy,refer
fussy,relax
fussy,rely
fussy,renew
fussy,repay
fussy,repel
fussy,reset
fussy,rests
fussy,risen
fussy,roam
fussy,rode
fussy,rouse
fussy,rowed
fussy,rubs
fussy,ruled
fussy,sang
fussy,sank
fussy,sat
fussy,saved
fussy,saves
fussy,savor
fussy,says
fussy,scold
fussy,sed
fussy,seek
fussy,seeks
fussy,seem
fussy,seen
fussy,sees
fussy,seize
fussy,sells
fussy,send
fussy,sends
fussy,sent
fussy,sever
fussy,sew
fussy,sewed
fussy,sewn
fussy,shalt
fussy,shave
fussy,shed
fussy,shew
fussy,shook
fussy,shown
fussy,shun
fussy,shuts
fussy,sift
fussy,sings
fussy,sits
fussy,skim
fussy,slain
fussy,slay
fussy,slept
fussy,slid
fussy,slows
fussy,slung
fussy,smack
fussy,smash
fussy,smelt
fussy,smote
fussy,snaps
fussy,sneak
fussy,sniff
fussy,snuck
fussy,soak
fussy,soar
fussy,sold
fussy,solve
fussy,sow
fussy,sown
fussy,spake
fussy,spat
fussy,speak
fussy,sped
fussy,spelt
fussy,spend
fussy,spent
fussy,spied
fussy,spit
fussy,spoke
fussy,spun
fussy,steal
fussy,steer
fussy,stir
fussy,stirs
fussy,stole
fussy,stood
fussy,stung
fussy,sucks
fussy,sued
fussy,sunk
fussy,swam
fussy,swear
fussy,swept
fussy,swore
fussy,sworn
fussy,swung
fussy,taken
fussy,takes
fussy,tamed
fussy,taped
fussy,taxed
fussy,teach
fussy,tell
fussy,tells
fussy,tempt
fussy,tend
fussy,tends
fussy,thank
fussy,threw
fussy,throw
fussy,tied
fussy,told
fussy,took
fussy,tore
fussy,towed
fussy,toyed
fussy,tried
fussy,trod
fussy,tuned
fussy,tying
fussy,undid
fussy,undo
fussy,unify
fussy,unite
fussy,urged
fussy,urges
fussy,vexed
fussy,voted
fussy,vowed
fussy,waded
fussy,waged
fussy,waits
fussy,waive
fussy,wakes
fussy,waned
fussy,wanna
fussy,warn
fussy,warns
fussy,waved
fussy,waxed
fussy,wears
fussy,weave
fussy,wed
fussy,weep
fussy,weigh
fussy,went
fussy,wept
fussy,were
fussy,whisk
fussy,widen
fussy,wield
fussy,wilt
fussy,wipe
fussy,wiped
fussy,wipes
fussy,wired
fussy,woke
fussy,woken
fussy,wont
fussy,wore
fussy,wove
fussy,woven
fussy,wrote
fussy,wrung
fuzzy,abide
fuzzy,ached
fuzzy,aches
fuzzy,acted
fuzzy,adapt
fuzzy,adds
fuzzy,admit
fuzzy,adopt
fuzzy,adore
fuzzy,adorn
fuzzy,agree
fuzzy,aimed
fuzzy,aired
fuzzy,align
fuzzy,allow
fuzzy,amend
fuzzy,amuse
fuzzy,annoy
fuzzy,apply
fuzzy,argue
fuzzy,arise
fuzzy,arose
fuzzy,asked
fuzzy,asks
fuzzy,ate
fuzzy,avert
fuzzy,avoid
fuzzy,await
fuzzy,awed
fuzzy,awoke
fuzzy,bade
fuzzy,bared
fuzzy,bathe
fuzzy,been
fuzzy,beg
fuzzy,began
fuzzy,begin
fuzzy,begs
fuzzy,begun
fuzzy,beset
fuzzy,binds
fuzzy,bled
fuzzy,bleed
fuzzy,bless
fuzzy,blew
fuzzy,bore
fuzzy,bowed
fuzzy,boxed
fuzzy,brag
fuzzy,bring
fuzzy,broke
fuzzy,budge
fuzzy,buys
fuzzy,came
fuzzy,cared
fuzzy,carve
fuzzy,cater
fuzzy,ceded
fuzzy,cheat
fuzzy,chew
fuzzy,choke
fuzzy,chose
fuzzy,cite
fuzzy,cited
fuzzy,cites
fuzzy,clap
fuzzy,cling
fuzzy,clung
fuzzy,coax
fuzzy,coded
fuzzy,comes
fuzzy,cools
fuzzy,cope
fuzzy,could
fuzzy,crave
fuzzy,crept
fuzzy,cried
fuzzy,cured
fuzzy,dared
fuzzy,dares
fuzzy,dealt
fuzzy,deem
fuzzy,deems
fuzzy,defer
fuzzy,defy
fuzzy,delve
fuzzy,deny
fuzzy,deter
fuzzy,diced
fuzzy,didn
fuzzy,didst
fuzzy,died
fuzzy,dined
fuzzy,dived
fuzzy,doin
fuzzy,doing
fuzzy,done
fuzzy,dost
fuzzy,doth
fuzzy,dozed
fuzzy,drags
fuzzy,drank
fuzzy,draws
fuzzy,drove
fuzzy,drown
fuzzy,dug
fuzzy,dunno
fuzzy,dwelt
fuzzy,dyed
fuzzy,earn
fuzzy,earns
fuzzy,eased
fuzzy,eaten
fuzzy,eats
fuzzy,elude
fuzzy,embed
fuzzy,emit
fuzzy,emits
fuzzy,enact
fuzzy,enjoy
fuzzy,ensue
fuzzy,enter
fuzzy,equip
fuzzy,erase
fuzzy,ere
fuzzy,erode
fuzzy,err
fuzzy,erred
fuzzy,erupt
fuzzy,evade
fuzzy,evoke
fuzzy,exert
fuzzy,exist
fuzzy,expel
fuzzy,faded
fuzzy,fades
fuzzy,fail
fuzzy,fails
fuzzy,fain
fuzzy,faked
fuzzy,fared
fuzzy,feeds
fuzzy,feels
fuzzy,fell
fuzzy,felt
fuzzy,fend
fuzzy,fetch
fuzzy,filed
fuzzy,fills
fuzzy,find
fuzzy,fined
fuzzy,fled
fuzzy,flee
fuzzy,flew
fuzzy,flirt
fuzzy,flown
fuzzy,forgo
fuzzy,freed
fuzzy,frees
fuzzy,fret
fuzzy,froze
fuzzy,fused
fuzzy,gaped
fuzzy,gave
fuzzy,gazed
fuzzy,gets
fuzzy,git
fuzzy,gives
fuzzy,glean
fuzzy,glued
fuzzy,goes
fuzzy,goin
fuzzy,gone
fuzzy,grabs
fuzzy,graze
fuzzy,greet
fuzzy,grew
fuzzy,grind
fuzzy,grow
fuzzy,grows
fuzzy,hangs
fuzzy,hated
fuzzy,hates
fuzzy,haue
fuzzy,haunt
fuzzy,heal
fuzzy,hear
fuzzy,hears
fuzzy,heave
fuzzy,heed
fuzzy,helps
fuzzy,hid
fuzzy,hiked
fuzzy,holed
fuzzy,honed
fuzzy,hoped
fuzzy,hover
fuzzy,hurl
fuzzy,hurts
fuzzy,imply
fuzzy,incur
fuzzy,infer
fuzzy,ing
fuzzy,join
fuzzy,joins
fuzzy,joked
fuzzy,keeps
fuzzy,kept
fuzzy,keyed
fuzzy,kneel
fuzzy,knelt
fuzzy,knew
fuzzy,knows
fuzzy,laced
fuzzy,lacks
fuzzy,lain
fuzzy,lasts
fuzzy,lays
fuzzy,leans
fuzzy,leant
fuzzy,learn
fuzzy,lend
fuzzy,lends
fuzzy,lent
fuzzy,lets
fuzzy,lied
fuzzy,liked
fuzzy,looms
fuzzy,lose
fuzzy,loses
fuzzy,loved
fuzzy,lured
fuzzy,marry
fuzzy,mated
fuzzy,meant
fuzzy,meets
fuzzy,mend
fuzzy,merge
fuzzy,mined
fuzzy,mired
fuzzy,mourn
fuzzy,moved
fuzzy,mused
fuzzy,must
fuzzy,named
fuzzy,obey
fuzzy,obeys
fuzzy,occur
fuzzy,ofhis
fuzzy,omit
fuzzy,omits
fuzzy,oozed
fuzzy,opens
fuzzy,opted
fuzzy,ought
fuzzy,owe
fuzzy,owed
fuzzy,owes
fuzzy,owns
fuzzy,paled
fuzzy,pave
fuzzy,pays
fuzzy,pee
fuzzy,piled
fuzzy,piped
fuzzy,plead
fuzzy,pluck
fuzzy,poke
fuzzy,poked
fuzzy,pose
fuzzy,posed
fuzzy,posit
fuzzy,pour
fuzzy,pours
fuzzy,prays
fuzzy,pried
fuzzy,prove
fuzzy,pry
fuzzy,pulls
fuzzy,puts
fuzzy,quell
fuzzy,quit
fuzzy,raced
fuzzy,raged
fuzzy,raked
fuzzy,ran
fuzzy,rang
fuzzy,raped
fuzzy,react
fuzzy,reads
fuzzy,reap
fuzzy,recur
fuzzy,refer
fuzzy,relax
fuzzy,rely
fuzzy,renew
fuzzy,repay
fuzzy,repel
fuzzy,reset
fuzzy,rests
fuzzy,risen
fuzzy,roam
fuzzy,rode
fuzzy,rouse
fuzzy,rowed
fuzzy,rubs
fuzzy,ruled
fuzzy,sang
fuzzy,sank
fuzzy,sat
fuzzy,saved
fuzzy,saves
fuzzy,savor
fuzzy,says
fuzzy,scold
fuzzy,sed
fuzzy,seek
fuzzy,seeks
fuzzy,seem
fuzzy,seen
fuzzy,sees
fuzzy,seize
fuzzy,sells
fuzzy,send
fuzzy,sends
fuzzy,sent
fuzzy,sever
fuzzy,sew
fuzzy,sewed
fuzzy,sewn
fuzzy,shalt
fuzzy,shave
fuzzy,shed
fuzzy,shew
fuzzy,shook
fuzzy,shown
fuzzy,shun
fuzzy,shuts
fuzzy,sift
fuzzy,sings
fuzzy,sits
fuzzy,skim
fuzzy,slain
fuzzy,slay
fuzzy,slept
fuzzy,slid
fuzzy,slows
fuzzy,slung
fuzzy,smack
fuzzy,smash
fuzzy,smelt
fuzzy,smote
fuzzy,snaps
fuzzy,sneak
fuzzy,sniff
fuzzy,snuck
fuzzy,soak
fuzzy,soar
fuzzy,sold
fuzzy,solve
fuzzy,sow
fuzzy,sown
fuzzy,spake
fuzzy,spat
fuzzy,speak
fuzzy,sped
fuzzy,spelt
fuzzy,spend
fuzzy,spent
fuzzy,spied
fuzzy,spit
fuzzy,spoke
fuzzy,spun
fuzzy,steal
fuzzy,steer
fuzzy,stir
fuzzy,stirs
fuzzy,stole
fuzzy,stood
fuzzy,stung
fuzzy,sucks
fuzzy,sued
fuzzy,sunk
fuzzy,swam
fuzzy,swear
fuzzy,swept
fuzzy,swore
fuzzy,sworn
fuzzy,swung
fuzzy,taken
fuzzy,takes
fuzzy,tamed
fuzzy,taped
fuzzy,taxed
fuzzy,teach
fuzzy,tell
fuzzy,tells
fuzzy,tempt
fuzzy,tend
fuzzy,tends
fuzzy,thank
fuzzy,threw
fuzzy,throw
fuzzy,tied
fuzzy,told
fuzzy,took
fuzzy,tore
fuzzy,towed
fuzzy,toyed
fuzzy,tried
fuzzy,trod
fuzzy,tuned
fuzzy,tying
fuzzy,undid
fuzzy,undo
fuzzy,unify
fuzzy,unite
fuzzy,urged
fuzzy,urges
fuzzy,vexed
fuzzy,voted
fuzzy,vowed
fuzzy,waded
fuzzy,waged
fuzzy,waits
fuzzy,waive
fuzzy,wakes
fuzzy,waned
fuzzy,wanna
fuzzy,warn
fuzzy,warns
fuzzy,waved
fuzzy,waxed
fuzzy,wears
fuzzy,weave
fuzzy,wed
fuzzy,weep
fuzzy,weigh
fuzzy,went
fuzzy,wept
fuzzy,were
fuzzy,whisk
fuzzy,widen
fuzzy,wield
fuzzy,wilt
fuzzy,wipe
fuzzy,wiped
fuzzy,wipes
fuzzy,wired
fuzzy,woke
fuzzy,woken
fuzzy,wont
fuzzy,wore
fuzzy,wove
fuzzy,woven
fuzzy,wrote
fuzzy,wrung
gated,abide
gated,ached
gated,aches
gated,acted
gated,adapt
gated,adds
gated,admit
gated,adopt
gated,adore
gated,adorn
gated,agree
gated,aimed
gated,aired
gated,align
gated,allow
gated,amend
gated,amuse
gated,annoy
gated,apply
gated,argue
gated,arise
gated,arose
gated,asked
gated,asks
gated,ate
gated,avert
gated,avoid
gated,await
gated,awed
gated,awoke
gated,bade
gated,bared
gated,bathe
gated,been
gated,beg
gated,began
gated,begin
gated,begs
gated,begun
gated,beset
gated,binds
gated,bled
gated,bleed
gated,bless
gated,blew
gated,bore
gated,bowed
gated,boxed
gated,brag
gated,bring
gated,broke
gated,budge
gated,buys
gated,came
gated,cared
gated,carve
gated,cater
gated,ceded
gated,cheat
gated,chew
gated,choke
gated,chose
gated,cite
gated,cited
gated,cites
gated,clap
gated,cling
gated,clung
gated,coax
gated,coded
gated,comes
gated,cools
gated,cope
gated,could
gated,crave
gated,crept
gated,cried
gated,cured
gated,dared
gated,dares
gated,dealt
gated,deem
gated,deems
gated,defer
gated,defy
gated,delve
gated,deny
gated,deter
gated,diced
gated,didn
gated,didst
gated,died
gated,dined
gated,dived
gated,doin
gated,doing
gated,done
gated,dost
gated,doth
gated,dozed
gated,drags
gated,drank
gated,draws
gated,drove
gated,drown
gated,dug
gated,dunno
gated,dwelt
gated,dyed
gated,earn
gated,earns
gated,eased
gated,eaten
gated,eats
gated,elude
gated,embed
gated,emit
gated,emits
gated,enact
gated,enjoy
gated,ensue
gated,enter
gated,equip
gated,erase
gated,ere
gated,erode
gated,err
gated,erred
gated,erupt
gated,evade
gated,evoke
gated,exert
gated,exist
gated,expel
gated,faded
gated,fades
gated,fail
gated,fails
gated,fain
gated,faked
gated,fared
gated,feeds
gated,feels
gated,fell
gated,felt
gated,fend
gated,fetch
gated,filed
gated,fills
gated,find
gated,fined
gated,fled
gated,flee
gated,flew
gated,flirt
gated,flown
gated,forgo
gated,freed
gated,frees
gated,fret
gated,froze
gated,fused
gated,gaped
gated,gave
gated,gazed
gated,gets
gated,git
gated,gives
gated,glean
gated,glued
gated,goes
gated,goin
gated,gone
gated,grabs
gated,graze
gated,greet
gated,grew
gated,grind
gated,grow
gated,grows
gated,hangs
gated,hated
gated,hates
gated,haue
gated,haunt
gated,heal
gated,hear
gated,hears
gated,heave
gated,heed
gated,helps
gated,hid
gated,hiked
gated,holed
gated,honed
gated,hoped
gated,hover
gated,hurl
gated,hurts
gated,imply
gated,incur
gated,infer
gated,ing
gated,join
gated,joins
gated,joked
gated,keeps
gated,kept
gated,keyed
gated,kneel
gated,knelt
gated,knew
gated,knows
gated,laced
gated,lacks
gated,lain
gated,lasts
gated,lays
gated,leans
gated,leant
gated,learn
gated,lend
gated,lends
gated,lent
gated,lets
gated,lied
gated,liked
gated,looms
gated,lose
gated,loses
gated,loved
gated,lured
gated,marry
gated,mated
gated,meant
gated,meets
gated,mend
gated,merge
gated,mined
gated,mired
gated,mourn
gated,moved
gated,mused
gated,must
gated,named
gated,obey
gated,obeys
gated,occur
gated,ofhis
gated,omit
gated,omits
gated,oozed
gated,opens
gated,opted
gated,ought
gated,owe
gated,owed
gated,owes
gated,owns
gated,paled
gated,pave
gated,pays
gated,pee
gated,piled
gated,piped
gated,plead
gated,pluck
gated,poke
gated,poked
gated,pose
gated,posed
gated,posit
gated,pour
gated,pours
gated,prays
gated,pried
gated,prove
gated,pry
gated,pulls
gated,puts
gated,quell
gated,quit
gated,raced
gated,raged
gated,raked
gated,ran
gated,rang
gated,raped
gated,react
gated,reads
gated,reap
gated,recur
gated,refer
gated,relax
gated,rely
gated,renew
gated,repay
gated,repel
gated,reset
gated,rests
gated,risen
gated,roam
gated,rode
gated,rouse
gated,rowed
gated,rubs
gated,ruled
gated,sang
gated,sank
gated,sat
gated,saved
gated,saves
gated,savor
gated,says
gated,scold
gated,sed
gated,seek
gated,seeks
gated,seem
gated,seen
gated,sees
gated,seize
gated,sells
gated,send
gated,sends
gated,sent
gated,sever
gated,sew
gated,sewed
gated,sewn
gated,shalt
gated,shave
gated,shed
gated,shew
gated,shook
gated,shown
gated,shun
gated,shuts
gated,sift
gated,sings
gated,sits
gated,skim
gated,slain
gated,slay
gated,slept
gated,slid
gated,slows
gated,slung
gated,smack
gated,smash
gated,smelt
gated,smote
gated,snaps
gated,sneak
gated,sniff
gated,snuck
gated,soak
gated,soar
gated,sold
gated,solve
gated,sow
gated,sown
gated,spake
gated,spat
gated,speak
gated,sped
gated,spelt
gated,spend
gated,spent
gated,spied
gated,spit
gated,spoke
gated,spun
gated,steal
gated,steer
gated,stir
gated,stirs
gated,stole
gated,stood
gated,stung
gated,sucks
gated,sued
gated,sunk
gated,swam
gated,swear
gated,swept
gated,swore
gated,sworn
gated,swung
gated,taken
gated,takes
gated,tamed
gated,taped
gated,taxed
gated,teach
gated,tell
gated,tells
gated,tempt
gated,tend
gated,tends
gated,thank
gated,threw
gated,throw
gated,tied
gated,told
gated,took
gated,tore
gated,towed
gated,toyed
gated,tried
gated,trod
gated,tuned
gated,tying
gated,undid
gated,undo
gated,unify
gated,unite
gated,urged
gated,urges
gated,vexed
gated,voted
gated,vowed
gated,waded
gated,waged
gated,waits
gated,waive
gated,wakes
gated,waned
gated,wanna
gated,warn
gated,warns
gated,waved
gated,waxed
gated,wears
gated,weave
gated,wed
gated,weep
gated,weigh
gated,went
gated,wept
gated,were
gated,whisk
gated,widen
gated,wield
gated,wilt
gated,wipe
gated,wiped
gated,wipes
gated,wired
gated,woke
gated,woken
gated,wont
gated,wore
gated,wove
gated,woven
gated,wrote
gated,wrung
gaudy,abide
gaudy,ached
gaudy,aches
gaudy,acted
gaudy,adapt
gaudy,adds
gaudy,admit
gaudy,adopt
gaudy,adore
gaudy,adorn
gaudy,agree
gaudy,aimed
gaudy,aired
gaudy,align
gaudy,allow
gaudy,amend
gaudy,amuse
gaudy,annoy
gaudy,apply
gaudy,argue
gaudy,arise
gaudy,arose
gaudy,asked
gaudy,asks
gaudy,ate
gaudy,avert
gaudy,avoid
gaudy,await
gaudy,awed
gaudy,awoke
gaudy,bade
gaudy,bared
gaudy,bathe
gaudy,been
gaudy,beg
gaudy,began
gaudy,begin
gaudy,begs
gaudy,begun
gaudy,beset
gaudy,binds
gaudy,bled
gaudy,bleed
gaudy,bless
gaudy,blew
gaudy,bore
gaudy,bowed
gaudy,boxed
gaudy,brag
gaudy,bring
gaudy,broke
gaudy,budge
gaudy,buys
gaudy,came
gaudy,cared
gaudy,carve
gaudy,cater
gaudy,ceded
gaudy,cheat
gaudy,chew
gaudy,choke
gaudy,chose
gaudy,cite
gaudy,cited
gaudy,cites
gaudy,clap
gaudy,cling
gaudy,clung
gaudy,coax
gaudy,coded
gaudy,comes
gaudy,cools
gaudy,cope
gaudy,could
gaudy,crave
gaudy,crept
gaudy,cried
gaudy,cured
gaudy,dared
gaudy,dares
gaudy,dealt
gaudy,deem
gaudy,deems
gaudy,defer
gaudy,defy
gaudy,delve
gaudy,deny
gaudy,deter
gaudy,diced
gaudy,didn
gaudy,didst
gaudy,died
gaudy,dined
gaudy,dived
gaudy,doin
gaudy,doing
gaudy,done
gaudy,dost
gaudy,doth
gaudy,dozed
gaudy,drags
gaudy,drank
gaudy,draws
gaudy,drove
gaudy,drown
gaudy,dug
gaudy,dunno
gaudy,dwelt
gaudy,dyed
gaudy,earn
gaudy,earns
gaudy,eased
gaudy,eaten
gaudy,eats
gaudy,elude
gaudy,embed
gaudy,emit
gaudy,emits
gaudy,enact
gaudy,enjoy
gaudy,ensue
gaudy,enter
gaudy,equip
gaudy,erase
gaudy,ere
gaudy,erode
gaudy,err
gaudy,erred
gaudy,erupt
gaudy,evade
gaudy,evoke
gaudy,exert
gaudy,exist
gaudy,expel
gaudy,faded
gaudy,fades
gaudy,fail
gaudy,fails
gaudy,fain
gaudy,faked
gaudy,fared
gaudy,feeds
gaudy,feels
gaudy,fell
gaudy,felt
gaudy,fend
gaudy,fetch
gaudy,filed
gaudy,fills
gaudy,find
gaudy,fined
gaudy,fled
gaudy,flee
gaudy,flew
gaudy,flirt
gaudy,flown
gaudy,forgo
gaudy,freed
gaudy,frees
gaudy,fret
gaudy,froze
gaudy,fused
gaudy,gaped
gaudy,gave
gaudy,gazed
gaudy,gets
gaudy,git
gaudy,gives
gaudy,glean
gaudy,glued
gaudy,goes
gaudy,goin
gaudy,gone
gaudy,grabs
gaudy,graze
gaudy,greet
gaudy,grew
gaudy,grind
gaudy,grow
gaudy,grows
gaudy,hangs
gaudy,hated
gaudy,hates
gaudy,haue
gaudy,haunt
gaudy,heal
gaudy,hear
gaudy,hears
gaudy,heave
gaudy,heed
gaudy,helps
gaudy,hid
gaudy,hiked
gaudy,holed
gaudy,honed
gaudy,hoped
gaudy,hover
gaudy,hurl
gaudy,hurts
gaudy,imply
gaudy,incur
gaudy,infer
gaudy,ing
gaudy,join
gaudy,joins
gaudy,joked
gaudy,keeps
gaudy,kept
gaudy,keyed
gaudy,kneel
gaudy,knelt
gaudy,knew
gaudy,knows
gaudy,laced
gaudy,lacks
gaudy,lain
gaudy,lasts
gaudy,lays
gaudy,leans
gaudy,leant
gaudy,learn
gaudy,lend
gaudy,lends
gaudy,lent
gaudy,lets
gaudy,lied
gaudy,liked
gaudy,looms
gaudy,lose
gaudy,loses
gaudy,loved
gaudy,lured
gaudy,marry
gaudy,mated
gaudy,meant
gaudy,meets
gaudy,mend
gaudy,merge
gaudy,mined
gaudy,mired
gaudy,mourn
gaudy,moved
gaudy,mused
gaudy,must
gaudy,named
gaudy,obey
gaudy,obeys
gaudy,occur
gaudy,ofhis
gaudy,omit
gaudy,omits
gaudy,oozed
gaudy,opens
gaudy,opted
gaudy,ought
gaudy,owe
gaudy,owed
gaudy,owes
gaudy,owns
gaudy,paled
gaudy,pave
gaudy,pays
gaudy,pee
gaudy,piled
gaudy,piped
gaudy,plead
gaudy,pluck
gaudy,poke
gaudy,poked
gaudy,pose
gaudy,posed
gaudy,posit
gaudy,pour
gaudy,pours
gaudy,prays
gaudy,pried
gaudy,prove
gaudy,pry
gaudy,pulls
gaudy,puts
gaudy,quell
gaudy,quit
gaudy,raced
gaudy,raged
gaudy,raked
gaudy,ran
gaudy,rang
gaudy,raped
gaudy,react
gaudy,reads
gaudy,reap
gaudy,recur
gaudy,refer
gaudy,relax
gaudy,rely
gaudy,renew
gaudy,repay
gaudy,repel
gaudy,reset
gaudy,rests
gaudy,risen
gaudy,roam
gaudy,rode
gaudy,rouse
gaudy,rowed
gaudy,rubs
gaudy,ruled
gaudy,sang
gaudy,sank
gaudy,sat
gaudy,saved
gaudy,saves
gaudy,savor
gaudy,says
gaudy,scold
gaudy,sed
gaudy,seek
gaudy,seeks
gaudy,seem
gaudy,seen
gaudy,sees
gaudy,seize
gaudy,sells
gaudy,send
gaudy,sends
gaudy,sent
gaudy,sever
gaudy,sew
gaudy,sewed
gaudy,sewn
gaudy,shalt
gaudy,shave
gaudy,shed
gaudy,shew
gaudy,shook
gaudy,shown
gaudy,shun
gaudy,shuts
gaudy,sift
gaudy,sings
gaudy,sits
gaudy,skim
gaudy,slain
gaudy,slay
gaudy,slept
gaudy,slid
gaudy,slows
gaudy,slung
gaudy,smack
gaudy,smash
gaudy,smelt
gaudy,smote
gaudy,snaps
gaudy,sneak
gaudy,sniff
gaudy,snuck
gaudy,soak
gaudy,soar
gaudy,sold
gaudy,solve
gaudy,sow
gaudy,sown
gaudy,spake
gaudy,spat
gaudy,speak
gaudy,sped
gaudy,spelt
gaudy,spend
gaudy,spent
gaudy,spied
gaudy,spit
gaudy,spoke
gaudy,spun
gaudy,steal
gaudy,steer
gaudy,stir
gaudy,stirs
gaudy,stole
gaudy,stood
gaudy,stung
gaudy,sucks
gaudy,sued
gaudy,sunk
gaudy,swam
gaudy,swear
gaudy,swept
gaudy,swore
gaudy,sworn
gaudy,swung
gaudy,taken
gaudy,takes
gaudy,tamed
gaudy,taped
gaudy,taxed
gaudy,teach
gaudy,tell
gaudy,tells
gaudy,tempt
gaudy,tend
gaudy,tends
gaudy,thank
gaudy,threw
gaudy,throw
gaudy,tied
gaudy,told
gaudy,took
gaudy,tore
gaudy,towed
gaudy,toyed
gaudy,tried
gaudy,trod
gaudy,tuned
gaudy,tying
gaudy,undid
gaudy,undo
gaudy,unify
gaudy,unite
gaudy,urged
gaudy,urges
gaudy,vexed
gaudy,voted
gaudy,vowed
gaudy,waded
gaudy,waged
gaudy,waits
gaudy,waive
gaudy,wakes
gaudy,waned
gaudy,wanna
gaudy,warn
gaudy,warns
gaudy,waved
gaudy,waxed
gaudy,wears
gaudy,weave
gaudy,wed
gaudy,weep
gaudy,weigh
gaudy,went
gaudy,wept
gaudy,were
gaudy,whisk
gaudy,widen
gaudy,wield
gaudy,wilt
gaudy,wipe
gaudy,wiped
gaudy,wipes
gaudy,wired
